"",".id","Date","Category","Question","Participant","University","Vote","Confidence","Comment"
"3644","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Ray Fair","Yale","Agree","4",""
"3645","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Pinelopi Goldberg","Yale","Agree","6",""
"3646","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Claudia Goldin","Harvard","Disagree","6",""
"3647","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Austan Goolsbee","Chicago","Did Not Answer","",""
"3648","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Michael Greenstone","Chicago","Did Not Answer","",""
"3649","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Robert Hall","Stanford","Uncertain","4","It seems unlikely that such serious cutbacks would ever occur. The risk is to the government's fiscal position, not to US health."
"3650","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Bengt Holmström","MIT","Uncertain","5","Implementation details will determine how severe this problem becomes. Not a big problem in many countries with national health insurance."
"3651","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Caroline Hoxby","Stanford","Did Not Answer","",""
"3652","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Kenneth Judd","Stanford","Disagree","6","These payments come from a bargaining process. When too high, Medicare pushes them down. If there is exit, Medicare will allow them to rise."
"3653","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Anil Kashyap","Chicago","Agree","3","Assuming that they actually hold the line on payments."
"3654","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Pete Klenow","Stanford","Agree","5","Medicare is not on a sustainable path, so some sacrifice of promised future benefits is inevitable.-see background information here"
"3655","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Edward Lazear","Stanford","Did Not Answer","",""
"3656","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Jonathan Levin","Stanford","Uncertain","5","Surely pricing decisions in Medicare have incentive effects but would expect how cuts are made to matter a lot."
"3657","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Eric Maskin","Harvard","Agree","8",""
"3658","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","William Nordhaus","Yale","Uncertain","1",""
"3659","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Maurice Obstfeld","Berkeley","Uncertain","4",""
"3660","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Emmanuel Saez","Berkeley","Disagree","4",""
"3661","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","José Scheinkman","Princeton","Did Not Answer","",""
"3662","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Richard Schmalensee","MIT","Strongly Agree","7",""
"3663","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Hyun Song Shin","Princeton","Agree","6",""
"3664","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Nancy Stokey","Chicago","Agree","7","If it becomes a serious problem, the reimbursement method or something else) will be modified."
"3665","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Richard Thaler","Chicago","Agree","3","Of course, there is no such thing as a risk free lunch."
"3666","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Christopher Udry","Yale","Agree","4","There is some probability that complementary policies to contain the growth of medical costs will not be sufficiently effective."
"3667","Question A:","Tuesday, October 23, 2012","Medicare","Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments.","Luigi Zingales","Chicago","Agree","6",""
"3668","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Daron Acemoglu","MIT","Disagree","6","the problem isn't lack of power from competition but other parts of the plan which do not make sense and may rely on cutting redistribution"
"3669","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Alberto Alesina","Harvard","Did Not Answer","",""
"3670","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Joseph Altonji","Yale","Agree","8",""
"3671","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Alan Auerbach","Berkeley","Agree","7",""
"3672","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","David Autor","MIT","Strongly Agree","10","There is no evidence that private sector is more effective at healthcare cost control than public sector. Privatization only shifts costs."
"3673","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Katherine Baicker","Harvard","Agree","6",""
"3674","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Marianne Bertrand","Chicago","Agree","3",""
"3675","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Raj Chetty","Harvard","Agree","5",""
"3676","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Judith Chevalier","Yale","Strongly Agree","9",""
"3677","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Janet Currie","Princeton","Strongly Agree","10","The market for health care is not competitive. Under this proposal prices will increase, leaving seniors unable to afford care."
"3678","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","David Cutler","Harvard","Strongly Agree","10","This depends enormously on how the voucher is set wrt expected costs. The proposals involve enormous risks."
"3679","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Angus Deaton","Princeton","Strongly Agree","9",""
"3680","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Darrell Duffie","Stanford","Agree","3",""
"3681","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Aaron Edlin","Berkeley","Strongly Agree","10","This risk verges on certainty.  The private insurance system has not been very good at restraining costs."
"3682","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Barry Eichengreen","Berkeley","Strongly Agree","8",""
"3683","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Ray Fair","Yale","Agree","4",""
"3684","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Pinelopi Goldberg","Yale","Agree","6",""
"3685","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Claudia Goldin","Harvard","Agree","7","Cherrypicking will occur and the government option gets more adversely selected."
"3686","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Austan Goolsbee","Chicago","Did Not Answer","",""
"3687","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Michael Greenstone","Chicago","Did Not Answer","",""
"3688","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Robert Hall","Stanford","Uncertain","4","So, of course, premium support in lieu of Medicare would be raised. Again the risk is to fiscal, not medical, health."
"3689","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Bengt Holmström","MIT","Strongly Agree","7","I don't see how competition can eliminate serious adverse selection problems"
"3690","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Caroline Hoxby","Stanford","Did Not Answer","",""
"3691","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Kenneth Judd","Stanford","Agree","8","Insurance companies will spend money to attract healthy people and push others to Medicare."
"3692","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Anil Kashyap","Chicago","Agree","3","Also risky assuming premium support is limited; some cherry picking could also cause problems for traditional Medicare"
"3693","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Pete Klenow","Stanford","Agree","5","Future benefits have to fall, and this is one way.  Massachusetts offers hope that a hybrid plan could reduce non-plan costs too.-see background information here"
"3694","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Edward Lazear","Stanford","Did Not Answer","",""
"3695","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Jonathan Levin","Stanford","Uncertain","5","Again seems hard to say - depends on plan requirements and level of premium support."
"3696","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Eric Maskin","Harvard","Agree","8",""
"3697","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","William Nordhaus","Yale","Uncertain","1",""
"3698","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Maurice Obstfeld","Berkeley","Agree","4",""
"3699","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Emmanuel Saez","Berkeley","Agree","5",""
"3700","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","José Scheinkman","Princeton","Did Not Answer","",""
"3701","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Richard Schmalensee","MIT","Strongly Agree","7",""
"3702","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Hyun Song Shin","Princeton","Disagree","5",""
"3703","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Nancy Stokey","Chicago","Uncertain","6","It is not obvious what the current system ""promises"" to a fifty- or sixty-year old."
"3704","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Richard Thaler","Chicago","Strongly Agree","7","This one is more substantive.  It is like changing from an indexed DB plan to a nominal DC plan.  Worse, adds risks that states default!"
"3705","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Christopher Udry","Yale","Strongly Agree","7",""
"3706","Question B:","Tuesday, October 23, 2012","Medicare","Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is
currently promised without supplementing their premium support.","Luigi Zingales","Chicago","Agree","4",""
"3707","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Daron Acemoglu","MIT","Agree","7",""
"3708","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Alberto Alesina","Harvard","Did Not Answer","",""
"3709","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Joseph Altonji","Yale","Strongly Agree","7","Broad macro conditions and macro policy matter most, but targetted policies have a role."
"3710","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Alan Auerbach","Berkeley","Strongly Agree","9",""
"3711","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","David Autor","MIT","Strongly Agree","10",""
"3712","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Katherine Baicker","Harvard","Agree","4",""
"3713","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Marianne Bertrand","Chicago","Agree","3",""
"3714","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Raj Chetty","Harvard","Strongly Agree","8",""
"3715","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Judith Chevalier","Yale","Agree","8",""
"3716","Question A:","Monday, October 15, 2012","Presidents and Jobs","Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households.","Janet Currie","Princeton","Agree","9",""
